"UniqueID","sold","biddable","startprice","condition","cellular","carrier","color","storage","productline","noDescription","charCountDescription","upperCaseDescription","startprice_99end"
10882,1,"biddable",200,"used","No cellular","None","Black","Less than 128 GB","iPad 3","no description",0,0,"not a 99 ending"
10883,0,"not biddable",439,"used","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","contains description",96,0,"not a 99 ending"
10884,0,"not biddable",379,"used","Cellular","AT&T","Unknown","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10885,1,"biddable",0.99,"used","No cellular","None","Black","Less than 128 GB","iPad mini","contains description",100,0,"99 ending"
10886,0,"not biddable",350,"new","Cellular","Sprint/T-Mobile","Unknown","Less than 128 GB","iPad mini 2","contains description",99,3,"not a 99 ending"
10887,1,"not biddable",180,"used","No cellular","None","White","Less than 128 GB","iPad mini 2","no description",0,0,"not a 99 ending"
10888,0,"not biddable",194.85,"refurbished","Cellular","Verizon","Black","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
10889,0,"not biddable",360,"used","No cellular","None","Black","Less than 128 GB","iPad Air 1/2","contains description",96,8,"not a 99 ending"
10890,0,"not biddable",500,"used","No cellular","None","Black","128 GB","iPad 4","contains description",78,1,"not a 99 ending"
10891,0,"not biddable",463.26,"used","Cellular","AT&T","White","Less than 128 GB","iPad 3","contains description",99,2,"not a 99 ending"
10892,1,"biddable",0.99,"refurbished","Cellular","Unknown","Black","Less than 128 GB","iPad 1","no description",0,0,"99 ending"
10893,0,"not biddable",99,"used","Cellular","Verizon","Black","Less than 128 GB","iPad 2","contains description",101,5,"99 ending"
10894,0,"not biddable",795.99,"refurbished","Cellular","AT&T","Space Gray","128 GB","iPad Air 1/2","no description",0,0,"99 ending"
10895,0,"biddable",259.95,"used","No cellular","None","White","Less than 128 GB","iPad mini 2","contains description",98,80,"not a 99 ending"
10896,1,"not biddable",275,"refurbished","No cellular","None","White","Less than 128 GB","iPad 3","contains description",101,1,"not a 99 ending"
10897,1,"biddable",100,"new","No cellular","None","Black","Less than 128 GB","Unknown","no description",0,0,"not a 99 ending"
10898,1,"biddable",100,"used","No cellular","None","White","Less than 128 GB","iPad mini3","no description",0,0,"not a 99 ending"
10899,1,"biddable",0.99,"used","Cellular","Verizon","White","Less than 128 GB","iPad 2","no description",0,0,"99 ending"
10900,0,"biddable",300,"used","No cellular","None","Unknown","Less than 128 GB","iPad 3","contains description",14,0,"not a 99 ending"
10901,1,"biddable",125,"used","No cellular","None","Black","Less than 128 GB","iPad 3","no description",0,0,"not a 99 ending"
10902,1,"not biddable",199.99,"refurbished","No cellular","None","Black","Less than 128 GB","iPad 2","contains description",95,11,"99 ending"
10903,0,"not biddable",244.97,"new","No cellular","None","White","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
10904,0,"biddable",249.97,"used","Cellular","Unknown","Unknown","Less than 128 GB","iPad 2","contains description",97,2,"not a 99 ending"
10905,1,"biddable",175,"new","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
10906,0,"not biddable",199.99,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"99 ending"
10907,1,"biddable",75,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini","contains description",44,2,"not a 99 ending"
10908,0,"biddable",500,"new","Cellular","Unknown","White","128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10909,0,"not biddable",660,"new","No cellular","None","White","Unknown","iPad Air 1/2","no description",0,0,"not a 99 ending"
10910,0,"not biddable",359.99,"new","No cellular","None","White","Less than 128 GB","iPad mini3","no description",0,0,"99 ending"
10911,0,"not biddable",525,"new","No cellular","None","White","Less than 128 GB","iPad Air 1/2","contains description",97,4,"not a 99 ending"
10912,1,"biddable",0.99,"used","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","contains description",101,7,"99 ending"
10913,1,"biddable",0.99,"used","No cellular","None","Unknown","Less than 128 GB","iPad 2","no description",0,0,"99 ending"
10914,0,"not biddable",209.85,"refurbished","Cellular","Verizon","Black","Less than 128 GB","iPad mini","contains description",99,5,"not a 99 ending"
10915,0,"not biddable",299.99,"used","No cellular","None","Unknown","Less than 128 GB","iPad 4","contains description",62,3,"99 ending"
10916,0,"not biddable",149.97,"used","No cellular","None","Unknown","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
10917,0,"biddable",179.99,"used","No cellular","None","Unknown","Less than 128 GB","iPad 2","no description",0,0,"99 ending"
10918,1,"not biddable",174.99,"used","Cellular","AT&T","Black","Less than 128 GB","iPad 2","contains description",101,3,"99 ending"
10919,1,"biddable",250,"new","No cellular","None","White","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10920,1,"not biddable",250,"used","No cellular","None","Black","Less than 128 GB","iPad 4","contains description",94,0,"not a 99 ending"
10921,0,"not biddable",349.99,"new","Unknown","Unknown","Gold","Unknown","Unknown","no description",0,0,"99 ending"
10922,0,"biddable",200,"used","No cellular","None","Black","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
10923,1,"biddable",10,"used","Unknown","Unknown","Unknown","Unknown","Unknown","no description",0,0,"not a 99 ending"
10924,0,"not biddable",449.95,"used","Cellular","Unknown","Gold","Less than 128 GB","iPad mini3","contains description",53,1,"not a 99 ending"
10925,0,"not biddable",350.25,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini 2","contains description",105,14,"not a 99 ending"
10926,1,"biddable",260,"new","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10927,0,"not biddable",479.99,"new","No cellular","None","Black","Less than 128 GB","iPad 4","no description",0,0,"99 ending"
10928,0,"not biddable",154,"used","Cellular","Verizon","White","Less than 128 GB","iPad 2","contains description",99,1,"not a 99 ending"
10929,0,"biddable",239,"used","No cellular","None","White","Less than 128 GB","iPad 4","contains description",60,6,"not a 99 ending"
10930,0,"not biddable",376,"used","Cellular","AT&T","Black","Less than 128 GB","iPad mini 2","contains description",88,6,"not a 99 ending"
10931,1,"biddable",0.99,"used","No cellular","None","White","Less than 128 GB","iPad 2","no description",0,0,"99 ending"
10932,0,"not biddable",385,"new","No cellular","None","White","Less than 128 GB","iPad mini3","no description",0,0,"not a 99 ending"
10933,0,"not biddable",322.99,"used","No cellular","None","Space Gray","Less than 128 GB","iPad Air 1/2","contains description",101,6,"99 ending"
10934,0,"not biddable",162,"used","Cellular","Verizon","White","Less than 128 GB","iPad 2","contains description",98,2,"not a 99 ending"
10935,1,"not biddable",675,"new","Cellular","Unknown","White","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10936,1,"biddable",10,"used","Cellular","AT&T","Black","Less than 128 GB","iPad 3","no description",0,0,"not a 99 ending"
10937,1,"biddable",120,"used","No cellular","None","White","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
10938,0,"biddable",229,"used","No cellular","None","Space Gray","Less than 128 GB","iPad Air 1/2","contains description",92,7,"not a 99 ending"
10939,0,"biddable",459.99,"new","No cellular","None","Unknown","Less than 128 GB","iPad mini3","no description",0,0,"99 ending"
10940,0,"not biddable",350,"used","Cellular","Verizon","Black","Less than 128 GB","iPad 3","contains description",99,69,"not a 99 ending"
10941,0,"biddable",149.98,"used","Cellular","AT&T","Unknown","Less than 128 GB","iPad 1","contains description",88,2,"not a 99 ending"
10942,1,"not biddable",105,"used","Cellular","Unknown","Black","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
10943,1,"biddable",120,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini 2","no description",0,0,"not a 99 ending"
10944,1,"biddable",25,"used","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10945,0,"not biddable",449.99,"used","Cellular","Verizon","Unknown","Less than 128 GB","iPad mini3","no description",0,0,"99 ending"
10946,0,"not biddable",318,"used","Unknown","Unknown","Unknown","Unknown","Unknown","contains description",98,4,"not a 99 ending"
10947,0,"not biddable",400,"used","Cellular","Verizon","Gold","Less than 128 GB","iPad mini3","contains description",99,2,"not a 99 ending"
10948,0,"not biddable",110,"refurbished","No cellular","None","Black","Less than 128 GB","iPad 1","contains description",100,5,"not a 99 ending"
10949,0,"not biddable",200.29,"refurbished","No cellular","None","Black","Less than 128 GB","iPad 3","contains description",96,15,"not a 99 ending"
10950,1,"not biddable",339.99,"used","Cellular","Sprint/T-Mobile","Unknown","Less than 128 GB","iPad mini 2","no description",0,0,"99 ending"
10951,0,"not biddable",829.99,"new","Cellular","Unknown","Gold","128 GB","iPad Air 1/2","no description",0,0,"99 ending"
10952,0,"biddable",150,"refurbished","No cellular","None","Unknown","Less than 128 GB","iPad 2","contains description",41,2,"not a 99 ending"
10953,0,"not biddable",529.99,"used","No cellular","None","Space Gray","Less than 128 GB","iPad Air 1/2","no description",0,0,"99 ending"
10954,0,"not biddable",300,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini 2","no description",0,0,"not a 99 ending"
10955,0,"biddable",70,"used","Cellular","AT&T","Black","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
10956,0,"not biddable",279.99,"used","Unknown","Unknown","Space Gray","Less than 128 GB","iPad Air 1/2","no description",0,0,"99 ending"
10957,1,"not biddable",241.88,"new","No cellular","None","White","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
10958,1,"biddable",0.99,"used","No cellular","None","Black","Less than 128 GB","iPad mini","no description",0,0,"99 ending"
10959,0,"not biddable",115,"used","No cellular","None","Unknown","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
10960,0,"biddable",499,"new","Cellular","Unknown","Black","Less than 128 GB","iPad 1","no description",0,0,"99 ending"
10961,1,"biddable",375,"new","Unknown","Unknown","White","Less than 128 GB","iPad mini3","no description",0,0,"not a 99 ending"
10962,1,"not biddable",499,"new","Cellular","Unknown","Unknown","128 GB","iPad mini 2","no description",0,0,"99 ending"
10963,1,"biddable",80,"used","No cellular","None","Black","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
10964,0,"not biddable",193,"used","Cellular","Verizon","White","Less than 128 GB","iPad 2","contains description",98,2,"not a 99 ending"
10965,1,"biddable",99,"used","Cellular","Unknown","Space Gray","Less than 128 GB","iPad Air 1/2","contains description",20,1,"99 ending"
10966,1,"biddable",0.99,"used","No cellular","None","Black","Less than 128 GB","iPad 4","contains description",98,7,"99 ending"
10967,0,"biddable",399.99,"used","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","contains description",71,1,"99 ending"
10968,0,"not biddable",174.99,"refurbished","Cellular","AT&T","White","Less than 128 GB","iPad 2","contains description",90,2,"99 ending"
10969,0,"not biddable",159.99,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini","contains description",49,1,"99 ending"
10970,0,"biddable",259.99,"used","No cellular","None","Black","Less than 128 GB","iPad 4","contains description",47,1,"99 ending"
10971,1,"not biddable",175,"used","Cellular","Verizon","Black","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
10972,0,"biddable",199.99,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini","contains description",19,3,"99 ending"
10973,0,"biddable",180,"used","No cellular","None","White","Less than 128 GB","iPad mini 2","no description",0,0,"not a 99 ending"
10974,1,"biddable",200,"used","No cellular","None","Black","Less than 128 GB","iPad 3","no description",0,0,"not a 99 ending"
10975,0,"not biddable",359,"new","No cellular","None","White","Less than 128 GB","iPad mini3","no description",0,0,"not a 99 ending"
10976,1,"biddable",350,"used","Cellular","Verizon","Space Gray","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10977,0,"not biddable",279.99,"new","Cellular","Verizon","Black","Less than 128 GB","iPad 4","contains description",105,3,"99 ending"
10978,0,"not biddable",139.5,"used","Unknown","Unknown","Black","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
10979,0,"biddable",549.99,"new","No cellular","None","Space Gray","Less than 128 GB","iPad Air 1/2","no description",0,0,"99 ending"
10980,0,"not biddable",334.99,"used","Cellular","Unknown","Unknown","Less than 128 GB","iPad Air 1/2","contains description",63,4,"99 ending"
10981,0,"not biddable",279.99,"refurbished","No cellular","None","Unknown","Less than 128 GB","iPad 4","contains description",95,77,"99 ending"
10982,0,"not biddable",900,"used","Cellular","Unknown","Unknown","128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10983,0,"not biddable",510,"used","No cellular","None","Space Gray","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10984,0,"not biddable",235,"used","Cellular","Verizon","White","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
10985,0,"not biddable",389.99,"used","Cellular","Sprint/T-Mobile","Unknown","Less than 128 GB","iPad Air 1/2","contains description",88,1,"99 ending"
10986,1,"not biddable",439.98,"new","Unknown","Unknown","Unknown","Unknown","Unknown","contains description",74,3,"not a 99 ending"
10987,0,"not biddable",462.89,"new","No cellular","None","Space Gray","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10988,1,"biddable",0.99,"used","No cellular","None","Space Gray","128 GB","iPad mini3","no description",0,0,"99 ending"
10989,0,"not biddable",299.99,"new","No cellular","None","Unknown","Less than 128 GB","iPad mini3","no description",0,0,"99 ending"
10990,0,"not biddable",239.99,"used","No cellular","None","Black","Less than 128 GB","iPad 3","no description",0,0,"99 ending"
10991,1,"not biddable",300,"used","No cellular","None","White","Less than 128 GB","Unknown","no description",0,0,"not a 99 ending"
10992,0,"biddable",110,"used","No cellular","None","White","Less than 128 GB","iPad 2","contains description",102,18,"not a 99 ending"
10993,1,"biddable",299.99,"used","Unknown","Unknown","White","Unknown","Unknown","no description",0,0,"99 ending"
10994,0,"not biddable",150,"used","No cellular","None","Black","Less than 128 GB","iPad 2","contains description",39,1,"not a 99 ending"
10995,0,"not biddable",379.95,"new","No cellular","None","Space Gray","Less than 128 GB","iPad mini3","no description",0,0,"not a 99 ending"
10996,0,"not biddable",227,"used","Cellular","AT&T","White","Less than 128 GB","iPad 1","contains description",98,2,"not a 99 ending"
10997,1,"biddable",99,"used","Unknown","Unknown","Unknown","Unknown","Unknown","contains description",9,9,"99 ending"
10998,1,"biddable",0.99,"refurbished","Cellular","AT&T","Black","Less than 128 GB","iPad 1","contains description",16,15,"99 ending"
10999,0,"not biddable",387,"new","No cellular","None","Space Gray","Less than 128 GB","iPad mini 2","no description",0,0,"not a 99 ending"
11000,0,"biddable",550,"new","No cellular","None","Gold","Less than 128 GB","Unknown","no description",0,0,"not a 99 ending"
11001,0,"not biddable",249.99,"used","No cellular","None","Space Gray","Less than 128 GB","Unknown","contains description",3,0,"99 ending"
11002,0,"not biddable",179.95,"used","Cellular","Verizon","Black","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
11003,0,"not biddable",589.99,"new","Cellular","Sprint/T-Mobile","Space Gray","Less than 128 GB","iPad Air 1/2","no description",0,0,"99 ending"
11004,0,"biddable",169.99,"used","No cellular","None","Black","Unknown","iPad 2","contains description",25,1,"99 ending"
11005,1,"not biddable",176.27,"used","Cellular","AT&T","Unknown","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11006,0,"biddable",339,"used","No cellular","None","Black","Less than 128 GB","iPad 4","no description",0,0,"not a 99 ending"
11007,0,"not biddable",80,"used","No cellular","None","Unknown","Less than 128 GB","iPad 1","contains description",67,3,"not a 99 ending"
11008,0,"not biddable",165,"used","No cellular","None","Unknown","Less than 128 GB","iPad 1","contains description",101,3,"not a 99 ending"
11009,0,"biddable",130,"used","No cellular","None","Unknown","Less than 128 GB","iPad 1","contains description",97,4,"not a 99 ending"
11010,0,"not biddable",388.3,"used","Cellular","AT&T","Unknown","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11011,0,"not biddable",179.95,"used","No cellular","None","Black","Less than 128 GB","iPad 2","contains description",95,3,"not a 99 ending"
11012,0,"not biddable",429.99,"used","Cellular","AT&T","Space Gray","Less than 128 GB","iPad Air 1/2","contains description",67,7,"99 ending"
11013,0,"not biddable",500,"new","Cellular","Unknown","Unknown","Less than 128 GB","iPad mini3","no description",0,0,"not a 99 ending"
11014,0,"not biddable",460,"new","No cellular","None","Space Gray","Less than 128 GB","iPad mini3","contains description",100,3,"not a 99 ending"
11015,1,"not biddable",173,"used","No cellular","None","White","Less than 128 GB","iPad 2","contains description",81,10,"not a 99 ending"
11016,0,"biddable",220,"refurbished","No cellular","None","White","Less than 128 GB","iPad mini","contains description",52,16,"not a 99 ending"
11017,1,"biddable",245,"used","No cellular","None","Space Gray","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11018,0,"not biddable",249.99,"used","Cellular","AT&T","Black","Less than 128 GB","iPad 4","contains description",97,81,"99 ending"
11019,0,"not biddable",720.12,"used","Cellular","AT&T","Unknown","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11020,0,"not biddable",300,"refurbished","No cellular","None","White","Less than 128 GB","iPad 4","contains description",99,9,"not a 99 ending"
11021,0,"not biddable",500,"used","Cellular","Sprint/T-Mobile","Unknown","Less than 128 GB","iPad mini 2","contains description",54,2,"not a 99 ending"
11022,0,"not biddable",289.99,"used","Cellular","Verizon","White","Less than 128 GB","iPad 2","contains description",105,3,"99 ending"
11023,0,"not biddable",200,"used","No cellular","None","White","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11024,0,"biddable",298.97,"used","Cellular","AT&T","White","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
11025,1,"not biddable",160,"used","No cellular","None","Black","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
11026,1,"not biddable",229.99,"used","Cellular","Verizon","White","Less than 128 GB","iPad 3","contains description",101,3,"99 ending"
11027,1,"biddable",149.95,"used","No cellular","None","Space Gray","Less than 128 GB","iPad mini","contains description",26,3,"not a 99 ending"
11028,1,"biddable",24.99,"used","No cellular","None","Space Gray","Less than 128 GB","iPad Air 1/2","no description",0,0,"99 ending"
11029,0,"not biddable",108,"used","Cellular","AT&T","White","Less than 128 GB","Unknown","contains description",98,2,"not a 99 ending"
11030,1,"biddable",99.99,"used","No cellular","None","White","128 GB","iPad 4","no description",0,0,"99 ending"
11031,0,"not biddable",229.99,"used","Unknown","Unknown","Unknown","Unknown","Unknown","contains description",100,4,"99 ending"
11032,0,"not biddable",234.99,"used","No cellular","None","Black","Less than 128 GB","iPad 2","no description",0,0,"99 ending"
11033,0,"biddable",152,"used","No cellular","None","Black","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
11034,0,"not biddable",699,"new","Cellular","Unknown","Unknown","128 GB","iPad Air 1/2","contains description",12,0,"99 ending"
11035,0,"not biddable",475,"new","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11036,1,"not biddable",209,"used","No cellular","None","Black","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
11037,0,"not biddable",90,"used","No cellular","None","Unknown","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
11038,0,"not biddable",85.95,"used","No cellular","None","Unknown","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
11039,1,"biddable",0.99,"used","No cellular","None","Space Gray","Less than 128 GB","iPad mini","contains description",27,3,"99 ending"
11040,0,"not biddable",320.99,"used","No cellular","None","White","Less than 128 GB","iPad Air 1/2","no description",0,0,"99 ending"
11041,0,"not biddable",339,"used","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","contains description",68,2,"not a 99 ending"
11042,1,"biddable",528,"new","Cellular","Unknown","Unknown","128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11043,1,"biddable",0.99,"refurbished","No cellular","None","Black","Less than 128 GB","iPad 1","contains description",33,4,"99 ending"
11044,0,"not biddable",146.99,"used","No cellular","None","White","Less than 128 GB","iPad 2","contains description",91,4,"99 ending"
11045,0,"not biddable",539.95,"new","No cellular","None","Unknown","128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11046,0,"not biddable",92,"used","Cellular","AT&T","White","Less than 128 GB","iPad 1","contains description",95,4,"not a 99 ending"
11047,0,"not biddable",199.99,"refurbished","No cellular","None","Unknown","Less than 128 GB","iPad 2","contains description",53,2,"99 ending"
11048,0,"not biddable",160,"used","Cellular","Verizon","Unknown","Less than 128 GB","iPad 2","contains description",58,49,"not a 99 ending"
11049,1,"not biddable",349,"new","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11050,0,"not biddable",84.99,"used","No cellular","None","Unknown","Less than 128 GB","iPad 1","no description",0,0,"99 ending"
11051,0,"not biddable",225,"used","No cellular","None","Black","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
11052,0,"biddable",180,"used","No cellular","None","Unknown","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
11053,1,"biddable",450,"used","Cellular","Unknown","Unknown","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11054,1,"biddable",100,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini 2","no description",0,0,"not a 99 ending"
11055,1,"biddable",100,"new","No cellular","None","White","Less than 128 GB","Unknown","no description",0,0,"not a 99 ending"
11056,1,"biddable",250,"new","Unknown","Unknown","Space Gray","Less than 128 GB","Unknown","no description",0,0,"not a 99 ending"
11057,1,"biddable",300,"new","Cellular","Sprint/T-Mobile","Space Gray","Less than 128 GB","iPad 4","no description",0,0,"not a 99 ending"
11058,0,"not biddable",517.89,"new","Cellular","AT&T","White","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11059,1,"not biddable",500,"new","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11060,0,"not biddable",397.75,"used","Cellular","Verizon","Unknown","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11061,1,"not biddable",200,"used","No cellular","None","White","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11062,1,"not biddable",239,"refurbished","Cellular","Sprint/T-Mobile","Unknown","Less than 128 GB","iPad mini","contains description",59,3,"not a 99 ending"
11063,0,"not biddable",259.99,"refurbished","No cellular","None","Unknown","Less than 128 GB","iPad 4","contains description",21,1,"99 ending"
11064,1,"biddable",250,"new","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11065,0,"biddable",429.99,"new","No cellular","None","Gold","Less than 128 GB","iPad Air 1/2","no description",0,0,"99 ending"
11066,1,"biddable",99.99,"used","No cellular","None","Gold","Less than 128 GB","iPad Air 1/2","contains description",4,1,"99 ending"
11067,0,"biddable",549.99,"new","No cellular","None","Gold","Less than 128 GB","iPad Air 1/2","no description",0,0,"99 ending"
11068,0,"not biddable",294.99,"used","No cellular","None","White","Less than 128 GB","iPad 2","no description",0,0,"99 ending"
11069,0,"not biddable",189.99,"used","Cellular","Verizon","Black","Less than 128 GB","iPad 2","contains description",97,13,"99 ending"
11070,0,"not biddable",398.99,"new","No cellular","None","White","Less than 128 GB","iPad mini","no description",0,0,"99 ending"
11071,0,"not biddable",429.99,"new","Cellular","AT&T","Unknown","Less than 128 GB","iPad mini","no description",0,0,"99 ending"
11072,0,"biddable",199,"used","Cellular","AT&T","Unknown","Less than 128 GB","iPad mini","contains description",98,5,"99 ending"
11073,0,"not biddable",495.49,"new","No cellular","None","White","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11074,0,"not biddable",249.59,"refurbished","Cellular","Unknown","Black","Less than 128 GB","iPad 4","contains description",96,2,"not a 99 ending"
11075,0,"not biddable",250,"used","Cellular","Verizon","White","Less than 128 GB","iPad 3","contains description",9,1,"not a 99 ending"
11076,0,"not biddable",99,"used","Cellular","AT&T","White","Less than 128 GB","iPad 1","contains description",95,1,"99 ending"
11077,0,"not biddable",108,"used","Cellular","AT&T","White","Less than 128 GB","Unknown","contains description",98,2,"not a 99 ending"
11078,0,"biddable",225,"used","No cellular","None","White","Less than 128 GB","iPad mini 2","contains description",14,1,"not a 99 ending"
11079,0,"not biddable",350,"used","No cellular","None","Unknown","Less than 128 GB","iPad 4","no description",0,0,"not a 99 ending"
11080,0,"not biddable",82.98,"used","No cellular","None","Unknown","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
11081,0,"not biddable",190.45,"used","Cellular","AT&T","Unknown","Less than 128 GB","iPad 2","contains description",97,2,"not a 99 ending"
11082,0,"not biddable",101,"used","Cellular","AT&T","White","Less than 128 GB","iPad 1","contains description",95,1,"not a 99 ending"
11083,0,"not biddable",415,"used","Cellular","Sprint/T-Mobile","Unknown","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11084,0,"not biddable",469,"new","No cellular","None","White","128 GB","iPad mini 2","no description",0,0,"not a 99 ending"
11085,1,"biddable",0.99,"used","Cellular","AT&T","Unknown","Less than 128 GB","iPad mini","contains description",101,4,"99 ending"
11086,1,"not biddable",249.99,"used","No cellular","None","White","Unknown","iPad 4","no description",0,0,"99 ending"
11087,0,"not biddable",227.88,"refurbished","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11088,0,"not biddable",350,"new","Unknown","Unknown","Space Gray","Less than 128 GB","iPad mini Retina","no description",0,0,"not a 99 ending"
11089,0,"not biddable",199.97,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini","contains description",36,2,"not a 99 ending"
11090,0,"not biddable",280,"new","No cellular","None","White","Less than 128 GB","iPad mini 2","contains description",99,7,"not a 99 ending"
11091,0,"not biddable",172,"used","No cellular","None","White","Less than 128 GB","iPad 2","contains description",98,2,"not a 99 ending"
11092,0,"biddable",199,"used","Cellular","AT&T","Unknown","Less than 128 GB","iPad mini","contains description",98,5,"99 ending"
11093,0,"not biddable",199.99,"used","No cellular","None","Space Gray","Less than 128 GB","iPad mini","contains description",19,3,"99 ending"
11094,0,"not biddable",449,"new","No cellular","None","Gold","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11095,0,"biddable",349.99,"used","No cellular","None","Black","Less than 128 GB","iPad Air 1/2","contains description",47,1,"99 ending"
11096,1,"biddable",0.99,"used","Cellular","Sprint/T-Mobile","Black","Less than 128 GB","iPad mini 2","contains description",65,53,"99 ending"
11097,0,"biddable",300,"used","Cellular","Verizon","Black","Less than 128 GB","iPad 3","contains description",82,2,"not a 99 ending"
11098,0,"not biddable",310,"used","Cellular","AT&T","Unknown","Less than 128 GB","iPad mini 2","no description",0,0,"not a 99 ending"
11099,1,"biddable",1,"used","Cellular","AT&T","Unknown","Less than 128 GB","iPad Air 1/2","contains description",93,3,"not a 99 ending"
11100,1,"biddable",0.99,"used","No cellular","None","Unknown","Less than 128 GB","iPad 3","contains description",4,1,"99 ending"
11101,1,"not biddable",215,"used","Cellular","Verizon","Unknown","Less than 128 GB","iPad 4","no description",0,0,"not a 99 ending"
11102,1,"biddable",0.99,"used","Unknown","Unknown","Unknown","Unknown","Unknown","no description",0,0,"99 ending"
11103,0,"not biddable",170,"used","Cellular","AT&T","Black","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
11104,0,"not biddable",257.83,"refurbished","No cellular","None","Space Gray","Less than 128 GB","iPad Air 1/2","contains description",101,8,"not a 99 ending"
11105,0,"not biddable",303.67,"used","No cellular","None","Gold","Less than 128 GB","iPad mini Retina","contains description",100,25,"not a 99 ending"
11106,0,"not biddable",258.88,"new","No cellular","None","Black","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11107,1,"not biddable",160,"used","No cellular","None","Unknown","Less than 128 GB","iPad 2","contains description",92,5,"not a 99 ending"
11108,0,"not biddable",196,"used","Unknown","Unknown","White","Less than 128 GB","iPad 3","contains description",93,4,"not a 99 ending"
