"biddable","startprice","condition","cellular","carrier","color","storage","productline","sold","UniqueID","noDescription","charCountDescription","upperCaseDescription","startprice_99end"
"not biddable",499,"new","Cellular","Unknown","Unknown","128 GB","iPad mini 2",1,10962,"contains description",0,0,"99 ending"
"biddable",80,"used","No cellular","None","Black","16/32/64 GB","iPad 1",1,10963,"contains description",0,0,"not a 99 ending"
"not biddable",193,"used","Cellular","Verizon","White","16/32/64 GB","iPad 2",0,10964,"no description",98,2,"not a 99 ending"
"biddable",99,"used","Cellular","Unknown","Space Gray","16/32/64 GB","iPad Air 1/2",1,10965,"no description",20,1,"99 ending"
"biddable",0.99,"used","No cellular","None","Black","16/32/64 GB","iPad 4",1,10966,"no description",98,7,"99 ending"
"biddable",399.99,"used","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",0,10967,"no description",71,1,"99 ending"
"not biddable",174.99,"refurbished","Cellular","AT&T","White","16/32/64 GB","iPad 2",0,10968,"no description",90,2,"99 ending"
"not biddable",159.99,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,10969,"no description",49,1,"99 ending"
"biddable",259.99,"used","No cellular","None","Black","16/32/64 GB","iPad 4",0,10970,"no description",47,1,"99 ending"
"not biddable",175,"used","Cellular","Verizon","Black","16/32/64 GB","iPad 2",1,10971,"contains description",0,0,"not a 99 ending"
"biddable",199.99,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,10972,"no description",19,3,"99 ending"
"biddable",180,"used","No cellular","None","White","16/32/64 GB","iPad mini 2",0,10973,"contains description",0,0,"not a 99 ending"
"biddable",200,"used","No cellular","None","Black","16/32/64 GB","iPad 3",1,10974,"contains description",0,0,"not a 99 ending"
"not biddable",359,"new","No cellular","None","White","16/32/64 GB","iPad mini3",0,10975,"contains description",0,0,"not a 99 ending"
"biddable",350,"used","Cellular","Verizon","Space Gray","16/32/64 GB","iPad Air 1/2",1,10976,"contains description",0,0,"not a 99 ending"
"not biddable",279.99,"new","Cellular","Verizon","Black","16/32/64 GB","iPad 4",0,10977,"no description",105,3,"99 ending"
"not biddable",139.5,"used","Unknown","Unknown","Black","16/32/64 GB","iPad 2",0,10978,"contains description",0,0,"not a 99 ending"
"biddable",549.99,"new","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",0,10979,"contains description",0,0,"99 ending"
"not biddable",334.99,"used","Cellular","Unknown","Unknown","16/32/64 GB","iPad Air 1/2",0,10980,"no description",63,4,"99 ending"
"not biddable",279.99,"refurbished","No cellular","None","Unknown","16/32/64 GB","iPad 4",0,10981,"no description",95,77,"99 ending"
"not biddable",900,"used","Cellular","Unknown","Unknown","128 GB","iPad Air 1/2",0,10982,"contains description",0,0,"not a 99 ending"
"not biddable",510,"used","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",0,10983,"contains description",0,0,"not a 99 ending"
"not biddable",235,"used","Cellular","Verizon","White","16/32/64 GB","iPad 2",0,10984,"contains description",0,0,"not a 99 ending"
"not biddable",389.99,"used","Cellular","Sprint/T-Mobile","Unknown","16/32/64 GB","iPad Air 1/2",0,10985,"no description",88,1,"99 ending"
"not biddable",439.98,"new","Unknown","Unknown","Unknown","Unknown","Unknown",1,10986,"no description",74,3,"not a 99 ending"
"not biddable",462.89,"new","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",0,10987,"contains description",0,0,"not a 99 ending"
"biddable",0.99,"used","No cellular","None","Space Gray","128 GB","iPad mini3",1,10988,"contains description",0,0,"99 ending"
"not biddable",299.99,"new","No cellular","None","Unknown","16/32/64 GB","iPad mini3",0,10989,"contains description",0,0,"99 ending"
"not biddable",239.99,"used","No cellular","None","Black","16/32/64 GB","iPad 3",0,10990,"contains description",0,0,"99 ending"
"not biddable",300,"used","No cellular","None","White","16/32/64 GB","Unknown",1,10991,"contains description",0,0,"not a 99 ending"
"biddable",110,"used","No cellular","None","White","16/32/64 GB","iPad 2",0,10992,"no description",102,18,"not a 99 ending"
"biddable",299.99,"used","Unknown","Unknown","White","Unknown","Unknown",1,10993,"contains description",0,0,"99 ending"
"not biddable",150,"used","No cellular","None","Black","16/32/64 GB","iPad 2",0,10994,"no description",39,1,"not a 99 ending"
"not biddable",379.95,"new","No cellular","None","Space Gray","16/32/64 GB","iPad mini3",0,10995,"contains description",0,0,"not a 99 ending"
"not biddable",227,"used","Cellular","AT&T","White","16/32/64 GB","iPad 1",0,10996,"no description",98,2,"not a 99 ending"
"biddable",99,"used","Unknown","Unknown","Unknown","Unknown","Unknown",1,10997,"no description",9,9,"99 ending"
"biddable",0.99,"refurbished","Cellular","AT&T","Black","16/32/64 GB","iPad 1",1,10998,"no description",16,15,"99 ending"
"not biddable",387,"new","No cellular","None","Space Gray","16/32/64 GB","iPad mini 2",0,10999,"contains description",0,0,"not a 99 ending"
"biddable",550,"new","No cellular","None","Gold","16/32/64 GB","Unknown",0,11000,"contains description",0,0,"not a 99 ending"
"not biddable",249.99,"used","No cellular","None","Space Gray","16/32/64 GB","Unknown",0,11001,"no description",3,0,"99 ending"
"not biddable",179.95,"used","Cellular","Verizon","Black","16/32/64 GB","iPad 2",0,11002,"contains description",0,0,"not a 99 ending"
"not biddable",589.99,"new","Cellular","Sprint/T-Mobile","Space Gray","16/32/64 GB","iPad Air 1/2",0,11003,"contains description",0,0,"99 ending"
"biddable",169.99,"used","No cellular","None","Black","Unknown","iPad 2",0,11004,"no description",25,1,"99 ending"
"not biddable",176.27,"used","Cellular","AT&T","Unknown","16/32/64 GB","iPad mini",1,11005,"contains description",0,0,"not a 99 ending"
"biddable",339,"used","No cellular","None","Black","16/32/64 GB","iPad 4",0,11006,"contains description",0,0,"not a 99 ending"
"not biddable",80,"used","No cellular","None","Unknown","16/32/64 GB","iPad 1",0,11007,"no description",67,3,"not a 99 ending"
"not biddable",165,"used","No cellular","None","Unknown","16/32/64 GB","iPad 1",0,11008,"no description",101,3,"not a 99 ending"
"biddable",130,"used","No cellular","None","Unknown","16/32/64 GB","iPad 1",0,11009,"no description",97,4,"not a 99 ending"
"not biddable",388.3,"used","Cellular","AT&T","Unknown","16/32/64 GB","iPad mini",0,11010,"contains description",0,0,"not a 99 ending"
"not biddable",179.95,"used","No cellular","None","Black","16/32/64 GB","iPad 2",0,11011,"no description",95,3,"not a 99 ending"
"not biddable",429.99,"used","Cellular","AT&T","Space Gray","16/32/64 GB","iPad Air 1/2",0,11012,"no description",67,7,"99 ending"
"not biddable",500,"new","Cellular","Unknown","Unknown","16/32/64 GB","iPad mini3",0,11013,"contains description",0,0,"not a 99 ending"
"not biddable",460,"new","No cellular","None","Space Gray","16/32/64 GB","iPad mini3",0,11014,"no description",100,3,"not a 99 ending"
"not biddable",173,"used","No cellular","None","White","16/32/64 GB","iPad 2",1,11015,"no description",81,10,"not a 99 ending"
"biddable",220,"refurbished","No cellular","None","White","16/32/64 GB","iPad mini",0,11016,"no description",52,16,"not a 99 ending"
"biddable",245,"used","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",1,11017,"contains description",0,0,"not a 99 ending"
"not biddable",249.99,"used","Cellular","AT&T","Black","16/32/64 GB","iPad 4",0,11018,"no description",97,81,"99 ending"
"not biddable",720.12,"used","Cellular","AT&T","Unknown","16/32/64 GB","iPad mini",0,11019,"contains description",0,0,"not a 99 ending"
"not biddable",300,"refurbished","No cellular","None","White","16/32/64 GB","iPad 4",0,11020,"no description",99,9,"not a 99 ending"
"not biddable",500,"used","Cellular","Sprint/T-Mobile","Unknown","16/32/64 GB","iPad mini 2",0,11021,"no description",54,2,"not a 99 ending"
"not biddable",289.99,"used","Cellular","Verizon","White","16/32/64 GB","iPad 2",0,11022,"no description",105,3,"99 ending"
"not biddable",200,"used","No cellular","None","White","16/32/64 GB","iPad mini",0,11023,"contains description",0,0,"not a 99 ending"
"biddable",298.97,"used","Cellular","AT&T","White","16/32/64 GB","iPad 2",0,11024,"contains description",0,0,"not a 99 ending"
"not biddable",160,"used","No cellular","None","Black","16/32/64 GB","iPad 2",1,11025,"contains description",0,0,"not a 99 ending"
"not biddable",229.99,"used","Cellular","Verizon","White","16/32/64 GB","iPad 3",1,11026,"no description",101,3,"99 ending"
"biddable",149.95,"used","No cellular","None","Space Gray","16/32/64 GB","iPad mini",1,11027,"no description",26,3,"not a 99 ending"
"biddable",24.99,"used","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",1,11028,"contains description",0,0,"99 ending"
"not biddable",108,"used","Cellular","AT&T","White","16/32/64 GB","Unknown",0,11029,"no description",98,2,"not a 99 ending"
"biddable",99.99,"used","No cellular","None","White","128 GB","iPad 4",1,11030,"contains description",0,0,"99 ending"
"not biddable",229.99,"used","Unknown","Unknown","Unknown","Unknown","Unknown",0,11031,"no description",100,4,"99 ending"
"not biddable",234.99,"used","No cellular","None","Black","16/32/64 GB","iPad 2",0,11032,"contains description",0,0,"99 ending"
"biddable",152,"used","No cellular","None","Black","16/32/64 GB","iPad 2",0,11033,"contains description",0,0,"not a 99 ending"
"not biddable",699,"new","Cellular","Unknown","Unknown","128 GB","iPad Air 1/2",0,11034,"no description",12,0,"99 ending"
"not biddable",475,"new","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",0,11035,"contains description",0,0,"not a 99 ending"
"not biddable",209,"used","No cellular","None","Black","16/32/64 GB","iPad 2",1,11036,"contains description",0,0,"not a 99 ending"
"not biddable",90,"used","No cellular","None","Unknown","16/32/64 GB","iPad 1",0,11037,"contains description",0,0,"not a 99 ending"
"not biddable",85.95,"used","No cellular","None","Unknown","16/32/64 GB","iPad 1",0,11038,"contains description",0,0,"not a 99 ending"
"biddable",0.99,"used","No cellular","None","Space Gray","16/32/64 GB","iPad mini",1,11039,"no description",27,3,"99 ending"
"not biddable",320.99,"used","No cellular","None","White","16/32/64 GB","iPad Air 1/2",0,11040,"contains description",0,0,"99 ending"
"not biddable",339,"used","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",0,11041,"no description",68,2,"not a 99 ending"
"biddable",528,"new","Cellular","Unknown","Unknown","128 GB","iPad Air 1/2",1,11042,"contains description",0,0,"not a 99 ending"
"biddable",0.99,"refurbished","No cellular","None","Black","16/32/64 GB","iPad 1",1,11043,"no description",33,4,"99 ending"
"not biddable",146.99,"used","No cellular","None","White","16/32/64 GB","iPad 2",0,11044,"no description",91,4,"99 ending"
"not biddable",539.95,"new","No cellular","None","Unknown","128 GB","iPad Air 1/2",0,11045,"contains description",0,0,"not a 99 ending"
"not biddable",92,"used","Cellular","AT&T","White","16/32/64 GB","iPad 1",0,11046,"no description",95,4,"not a 99 ending"
"not biddable",199.99,"refurbished","No cellular","None","Unknown","16/32/64 GB","iPad 2",0,11047,"no description",53,2,"99 ending"
"not biddable",160,"used","Cellular","Verizon","Unknown","16/32/64 GB","iPad 2",0,11048,"no description",58,49,"not a 99 ending"
"not biddable",349,"new","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",1,11049,"contains description",0,0,"not a 99 ending"
"not biddable",84.99,"used","No cellular","None","Unknown","16/32/64 GB","iPad 1",0,11050,"contains description",0,0,"99 ending"
"not biddable",225,"used","No cellular","None","Black","16/32/64 GB","iPad 2",0,11051,"contains description",0,0,"not a 99 ending"
"biddable",180,"used","No cellular","None","Unknown","16/32/64 GB","iPad 1",0,11052,"contains description",0,0,"not a 99 ending"
"biddable",450,"used","Cellular","Unknown","Unknown","16/32/64 GB","iPad Air 1/2",1,11053,"contains description",0,0,"not a 99 ending"
"biddable",100,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini 2",1,11054,"contains description",0,0,"not a 99 ending"
"biddable",100,"new","No cellular","None","White","16/32/64 GB","Unknown",1,11055,"contains description",0,0,"not a 99 ending"
"biddable",250,"new","Unknown","Unknown","Space Gray","16/32/64 GB","Unknown",1,11056,"contains description",0,0,"not a 99 ending"
"biddable",300,"new","Cellular","Sprint/T-Mobile","Space Gray","16/32/64 GB","iPad 4",1,11057,"contains description",0,0,"not a 99 ending"
"not biddable",517.89,"new","Cellular","AT&T","White","16/32/64 GB","iPad Air 1/2",0,11058,"contains description",0,0,"not a 99 ending"
"not biddable",500,"new","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",1,11059,"contains description",0,0,"not a 99 ending"
"not biddable",397.75,"used","Cellular","Verizon","Unknown","16/32/64 GB","iPad mini",0,11060,"contains description",0,0,"not a 99 ending"
"not biddable",200,"used","No cellular","None","White","16/32/64 GB","iPad mini",1,11061,"contains description",0,0,"not a 99 ending"
"not biddable",239,"refurbished","Cellular","Sprint/T-Mobile","Unknown","16/32/64 GB","iPad mini",1,11062,"no description",59,3,"not a 99 ending"
"not biddable",259.99,"refurbished","No cellular","None","Unknown","16/32/64 GB","iPad 4",0,11063,"no description",21,1,"99 ending"
"biddable",250,"new","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",1,11064,"contains description",0,0,"not a 99 ending"
"biddable",429.99,"new","No cellular","None","Gold","16/32/64 GB","iPad Air 1/2",0,11065,"contains description",0,0,"99 ending"
"biddable",99.99,"used","No cellular","None","Gold","16/32/64 GB","iPad Air 1/2",1,11066,"no description",4,1,"99 ending"
"biddable",549.99,"new","No cellular","None","Gold","16/32/64 GB","iPad Air 1/2",0,11067,"contains description",0,0,"99 ending"
"not biddable",294.99,"used","No cellular","None","White","16/32/64 GB","iPad 2",0,11068,"contains description",0,0,"99 ending"
"not biddable",189.99,"used","Cellular","Verizon","Black","16/32/64 GB","iPad 2",0,11069,"no description",97,13,"99 ending"
"not biddable",398.99,"new","No cellular","None","White","16/32/64 GB","iPad mini",0,11070,"contains description",0,0,"99 ending"
"not biddable",429.99,"new","Cellular","AT&T","Unknown","16/32/64 GB","iPad mini",0,11071,"contains description",0,0,"99 ending"
"biddable",199,"used","Cellular","AT&T","Unknown","16/32/64 GB","iPad mini",0,11072,"no description",98,5,"99 ending"
"not biddable",495.49,"new","No cellular","None","White","16/32/64 GB","iPad Air 1/2",0,11073,"contains description",0,0,"not a 99 ending"
"not biddable",249.59,"refurbished","Cellular","Unknown","Black","16/32/64 GB","iPad 4",0,11074,"no description",96,2,"not a 99 ending"
"not biddable",250,"used","Cellular","Verizon","White","16/32/64 GB","iPad 3",0,11075,"no description",9,1,"not a 99 ending"
"not biddable",99,"used","Cellular","AT&T","White","16/32/64 GB","iPad 1",0,11076,"no description",95,1,"99 ending"
"not biddable",108,"used","Cellular","AT&T","White","16/32/64 GB","Unknown",0,11077,"no description",98,2,"not a 99 ending"
"biddable",225,"used","No cellular","None","White","16/32/64 GB","iPad mini 2",0,11078,"no description",14,1,"not a 99 ending"
"not biddable",350,"used","No cellular","None","Unknown","16/32/64 GB","iPad 4",0,11079,"contains description",0,0,"not a 99 ending"
"not biddable",82.98,"used","No cellular","None","Unknown","16/32/64 GB","iPad 1",0,11080,"contains description",0,0,"not a 99 ending"
"not biddable",190.45,"used","Cellular","AT&T","Unknown","16/32/64 GB","iPad 2",0,11081,"no description",97,2,"not a 99 ending"
"not biddable",101,"used","Cellular","AT&T","White","16/32/64 GB","iPad 1",0,11082,"no description",95,1,"not a 99 ending"
"not biddable",415,"used","Cellular","Sprint/T-Mobile","Unknown","16/32/64 GB","iPad Air 1/2",0,11083,"contains description",0,0,"not a 99 ending"
"not biddable",469,"new","No cellular","None","White","128 GB","iPad mini 2",0,11084,"contains description",0,0,"not a 99 ending"
"biddable",0.99,"used","Cellular","AT&T","Unknown","16/32/64 GB","iPad mini",1,11085,"no description",101,4,"99 ending"
"not biddable",249.99,"used","No cellular","None","White","Unknown","iPad 4",1,11086,"contains description",0,0,"99 ending"
"not biddable",227.88,"refurbished","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11087,"contains description",0,0,"not a 99 ending"
"not biddable",350,"new","Unknown","Unknown","Space Gray","16/32/64 GB","iPad mini Retina",0,11088,"contains description",0,0,"not a 99 ending"
"not biddable",199.97,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11089,"no description",36,2,"not a 99 ending"
"not biddable",280,"new","No cellular","None","White","16/32/64 GB","iPad mini 2",0,11090,"no description",99,7,"not a 99 ending"
"not biddable",172,"used","No cellular","None","White","16/32/64 GB","iPad 2",0,11091,"no description",98,2,"not a 99 ending"
"biddable",199,"used","Cellular","AT&T","Unknown","16/32/64 GB","iPad mini",0,11092,"no description",98,5,"99 ending"
"not biddable",199.99,"used","No cellular","None","Space Gray","16/32/64 GB","iPad mini",0,11093,"no description",19,3,"99 ending"
"not biddable",449,"new","No cellular","None","Gold","16/32/64 GB","iPad Air 1/2",0,11094,"contains description",0,0,"not a 99 ending"
"biddable",349.99,"used","No cellular","None","Black","16/32/64 GB","iPad Air 1/2",0,11095,"no description",47,1,"99 ending"
"biddable",0.99,"used","Cellular","Sprint/T-Mobile","Black","16/32/64 GB","iPad mini 2",1,11096,"no description",65,53,"99 ending"
"biddable",300,"used","Cellular","Verizon","Black","16/32/64 GB","iPad 3",0,11097,"no description",82,2,"not a 99 ending"
"not biddable",310,"used","Cellular","AT&T","Unknown","16/32/64 GB","iPad mini 2",0,11098,"contains description",0,0,"not a 99 ending"
"biddable",1,"used","Cellular","AT&T","Unknown","16/32/64 GB","iPad Air 1/2",1,11099,"no description",93,3,"not a 99 ending"
"biddable",0.99,"used","No cellular","None","Unknown","16/32/64 GB","iPad 3",1,11100,"no description",4,1,"99 ending"
"not biddable",215,"used","Cellular","Verizon","Unknown","16/32/64 GB","iPad 4",1,11101,"contains description",0,0,"not a 99 ending"
"biddable",0.99,"used","Unknown","Unknown","Unknown","Unknown","Unknown",1,11102,"contains description",0,0,"99 ending"
"not biddable",170,"used","Cellular","AT&T","Black","16/32/64 GB","iPad 2",0,11103,"contains description",0,0,"not a 99 ending"
"not biddable",257.83,"refurbished","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",0,11104,"no description",101,8,"not a 99 ending"
"not biddable",303.67,"used","No cellular","None","Gold","16/32/64 GB","iPad mini Retina",0,11105,"no description",100,25,"not a 99 ending"
"not biddable",258.88,"new","No cellular","None","Black","16/32/64 GB","iPad mini",0,11106,"contains description",0,0,"not a 99 ending"
"not biddable",160,"used","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,11107,"no description",92,5,"not a 99 ending"
"not biddable",196,"used","Unknown","Unknown","White","16/32/64 GB","iPad 3",0,11108,"no description",93,4,"not a 99 ending"
"not biddable",174.99,"used","No cellular","None","Black","16/32/64 GB","iPad 1",0,11109,"no description",30,1,"99 ending"
"not biddable",550,"new","Cellular","Unknown","Space Gray","16/32/64 GB","iPad Air 1/2",0,11110,"contains description",0,0,"not a 99 ending"
"not biddable",100,"used","No cellular","None","Unknown","16/32/64 GB","iPad 1",0,11111,"contains description",0,0,"not a 99 ending"
"not biddable",424.95,"used","No cellular","None","White","128 GB","iPad Air 1/2",0,11112,"contains description",0,0,"not a 99 ending"
"not biddable",500,"used","No cellular","None","Black","128 GB","iPad 4",0,11113,"no description",64,1,"not a 99 ending"
"not biddable",120.02,"used","No cellular","None","Unknown","16/32/64 GB","iPad 1",0,11114,"contains description",0,0,"not a 99 ending"
"biddable",0.99,"new","No cellular","None","Unknown","128 GB","iPad Air 1/2",1,11115,"no description",29,1,"99 ending"
"not biddable",110,"used","No cellular","None","White","16/32/64 GB","iPad 1",0,11116,"no description",96,74,"not a 99 ending"
"biddable",25,"used","No cellular","None","Space Gray","16/32/64 GB","iPad mini 2",1,11117,"contains description",0,0,"not a 99 ending"
"not biddable",469.99,"used","Cellular","AT&T","Unknown","128 GB","iPad Air 1/2",0,11118,"no description",100,3,"99 ending"
"not biddable",389.99,"used","Unknown","Unknown","Unknown","Unknown","iPad mini3",1,11119,"no description",100,2,"99 ending"
"not biddable",325,"used","No cellular","None","Unknown","16/32/64 GB","iPad 4",0,11120,"contains description",0,0,"not a 99 ending"
"biddable",426.99,"new","No cellular","None","Gold","16/32/64 GB","iPad mini3",0,11121,"no description",100,3,"99 ending"
"biddable",0.99,"used","Cellular","Unknown","Space Gray","16/32/64 GB","iPad mini",1,11122,"no description",41,2,"99 ending"
"not biddable",449.99,"used","Cellular","Verizon","Unknown","16/32/64 GB","iPad Air 1/2",0,11123,"no description",99,16,"99 ending"
"not biddable",198,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11124,"no description",101,2,"not a 99 ending"
"not biddable",319.95,"used","No cellular","None","White","16/32/64 GB","iPad 3",1,11125,"no description",19,1,"not a 99 ending"
"not biddable",419.99,"new","Cellular","AT&T","White","16/32/64 GB","iPad 4",0,11126,"contains description",0,0,"99 ending"
"biddable",150,"used","No cellular","None","Space Gray","16/32/64 GB","Unknown",0,11127,"no description",95,1,"not a 99 ending"
"biddable",400,"new","Cellular","Unknown","Unknown","16/32/64 GB","iPad Air 1/2",1,11128,"contains description",0,0,"not a 99 ending"
"biddable",350,"new","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",1,11129,"no description",105,3,"not a 99 ending"
"not biddable",495.99,"new","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",0,11130,"contains description",0,0,"99 ending"
"biddable",500,"new","Cellular","Unknown","Space Gray","16/32/64 GB","iPad Air 1/2",1,11131,"contains description",0,0,"not a 99 ending"
"not biddable",339,"used","No cellular","None","White","16/32/64 GB","iPad Air 1/2",1,11132,"contains description",0,0,"not a 99 ending"
"not biddable",300,"used","Unknown","Unknown","Unknown","16/32/64 GB","iPad 3",0,11133,"no description",92,4,"not a 99 ending"
"biddable",99,"used","Unknown","Unknown","Unknown","16/32/64 GB","iPad 3",1,11134,"no description",100,4,"99 ending"
"not biddable",289.95,"used","Cellular","Sprint/T-Mobile","Black","16/32/64 GB","iPad mini 2",0,11135,"no description",89,70,"not a 99 ending"
"not biddable",549.95,"used","Cellular","Unknown","Space Gray","16/32/64 GB","iPad Air 1/2",0,11136,"no description",67,1,"not a 99 ending"
"not biddable",229,"used","Cellular","Verizon","White","16/32/64 GB","iPad 3",0,11137,"no description",93,4,"not a 99 ending"
"biddable",259,"used","Unknown","Unknown","White","16/32/64 GB","Unknown",0,11138,"no description",28,2,"not a 99 ending"
"biddable",149.97,"used","No cellular","None","Unknown","16/32/64 GB","iPad 2",0,11139,"no description",97,2,"not a 99 ending"
"not biddable",649.95,"new","Cellular","Sprint/T-Mobile","White","16/32/64 GB","iPad Air 1/2",0,11140,"contains description",0,0,"not a 99 ending"
"not biddable",615.99,"new","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",0,11141,"contains description",0,0,"99 ending"
"biddable",0.99,"used","Unknown","Unknown","Unknown","Unknown","Unknown",1,11142,"no description",100,2,"99 ending"
"not biddable",270.99,"used","Cellular","AT&T","Space Gray","16/32/64 GB","iPad Air 1/2",0,11143,"no description",97,10,"99 ending"
"biddable",175,"used","No cellular","None","White","16/32/64 GB","iPad mini 2",1,11144,"contains description",0,0,"not a 99 ending"
"not biddable",430,"used","No cellular","None","Unknown","128 GB","iPad mini 2",0,11145,"no description",96,3,"not a 99 ending"
"not biddable",379.99,"new","No cellular","None","Black","16/32/64 GB","iPad Air 1/2",0,11146,"contains description",0,0,"99 ending"
"not biddable",299.95,"used","Unknown","Unknown","White","16/32/64 GB","iPad mini",0,11147,"no description",82,15,"not a 99 ending"
"not biddable",600,"used","Cellular","AT&T","Black","128 GB","iPad 3",0,11148,"no description",30,1,"not a 99 ending"
"not biddable",275,"used","No cellular","None","Unknown","16/32/64 GB","iPad 4",0,11149,"contains description",0,0,"not a 99 ending"
"not biddable",585.99,"new","Cellular","Unknown","Space Gray","16/32/64 GB","iPad Air 1/2",0,11150,"contains description",0,0,"99 ending"
"not biddable",550,"new","Cellular","Unknown","Unknown","16/32/64 GB","iPad Air 1/2",0,11151,"contains description",0,0,"not a 99 ending"
"not biddable",245,"used","Cellular","AT&T","White","16/32/64 GB","iPad 1",0,11152,"no description",22,19,"not a 99 ending"
"not biddable",180,"used","No cellular","None","White","16/32/64 GB","iPad 3",0,11153,"contains description",0,0,"not a 99 ending"
"not biddable",329.99,"used","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",0,11154,"contains description",0,0,"99 ending"
"not biddable",250,"used","Cellular","Unknown","Black","16/32/64 GB","iPad 1",0,11155,"contains description",0,0,"not a 99 ending"
"biddable",299.99,"new","No cellular","None","Gold","16/32/64 GB","iPad Air 1/2",0,11156,"contains description",0,0,"99 ending"
"biddable",165,"used","No cellular","None","White","16/32/64 GB","iPad 2",0,11157,"contains description",0,0,"not a 99 ending"
"not biddable",175,"used","Unknown","Unknown","Black","16/32/64 GB","iPad 2",1,11158,"no description",98,3,"not a 99 ending"
"not biddable",260,"used","No cellular","None","Black","16/32/64 GB","Unknown",0,11159,"contains description",0,0,"not a 99 ending"
"not biddable",340,"refurbished","Cellular","AT&T","White","16/32/64 GB","iPad 4",0,11160,"no description",100,2,"not a 99 ending"
"not biddable",174.99,"used","No cellular","None","Unknown","16/32/64 GB","iPad 2",0,11161,"contains description",0,0,"99 ending"
"not biddable",388.99,"refurbished","Cellular","Sprint/T-Mobile","Space Gray","16/32/64 GB","iPad Air 1/2",0,11162,"no description",96,15,"99 ending"
"not biddable",90,"used","No cellular","None","Unknown","16/32/64 GB","iPad 1",0,11163,"no description",97,6,"not a 99 ending"
"not biddable",349.99,"refurbished","No cellular","None","Black","16/32/64 GB","iPad mini 2",0,11164,"no description",101,6,"99 ending"
"biddable",400,"new","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",1,11165,"contains description",0,0,"not a 99 ending"
"biddable",299.99,"used","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",0,11166,"no description",32,4,"99 ending"
"not biddable",375,"used","No cellular","None","White","16/32/64 GB","iPad mini 2",1,11167,"contains description",0,0,"not a 99 ending"
"not biddable",443.09,"refurbished","Cellular","Sprint/T-Mobile","Space Gray","16/32/64 GB","iPad Air 1/2",0,11168,"no description",99,15,"not a 99 ending"
"not biddable",155,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11169,"contains description",0,0,"not a 99 ending"
"not biddable",128,"used","No cellular","None","White","16/32/64 GB","iPad 2",0,11170,"contains description",0,0,"not a 99 ending"
"not biddable",275,"used","No cellular","None","Space Gray","16/32/64 GB","iPad mini 2",0,11171,"contains description",0,0,"not a 99 ending"
"not biddable",149.99,"used","Unknown","Unknown","Unknown","16/32/64 GB","Unknown",0,11172,"no description",98,4,"99 ending"
"not biddable",149.59,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini",1,11173,"contains description",0,0,"not a 99 ending"
"not biddable",209.99,"used","No cellular","None","White","16/32/64 GB","iPad mini",0,11174,"no description",38,2,"99 ending"
"biddable",290,"used","No cellular","None","White","16/32/64 GB","iPad mini",0,11175,"no description",15,0,"not a 99 ending"
"not biddable",789,"new","Cellular","Unknown","Space Gray","128 GB","iPad Air 1/2",0,11176,"contains description",0,0,"not a 99 ending"
"not biddable",224,"used","Cellular","AT&T","White","16/32/64 GB","Unknown",0,11177,"no description",98,2,"not a 99 ending"
"not biddable",239.88,"refurbished","No cellular","None","Unknown","16/32/64 GB","iPad 3",0,11178,"no description",101,2,"not a 99 ending"
"not biddable",252.88,"new","No cellular","None","Black","16/32/64 GB","iPad mini",0,11179,"contains description",0,0,"not a 99 ending"
"biddable",0.99,"used","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",1,11180,"no description",77,2,"99 ending"
"biddable",159.99,"used","No cellular","None","Black","16/32/64 GB","iPad mini",0,11181,"contains description",0,0,"99 ending"
"not biddable",639,"new","No cellular","None","Unknown","128 GB","iPad Air 1/2",0,11182,"contains description",0,0,"not a 99 ending"
"not biddable",619.99,"refurbished","No cellular","None","Space Gray","128 GB","iPad Air 1/2",0,11183,"no description",85,10,"99 ending"
